OBJECTID,SITE_NO,geo_point_2d
49625,3496,"-37.90347786287217, 145.3302298629041"
49631,6411,"-36.13331680969515, 144.72883315269365"
49652,1572,"-37.68690682916163, 144.8689459663727"
49656,6148,"-36.119739965299686, 146.89150980391128"
49658,6702,"-38.47963991024103, 145.94932868906866"
49660,1389,"-37.703719845894376, 145.10385892374813"
49665,1584,"-37.900463814014394, 144.61822298730456"
49670,40165,"-37.8691128441537, 145.0637439136504"
49694,5348,"-38.2582028105492, 144.54109796266422"
49713,1339,"-37.60920884457322, 145.0943809366141"
45124,4654,"-37.81182283986458, 145.01349592831198"
45137,6409,"-36.710482656748034, 142.19626051911806"
45146,3548,"-37.91418883907717, 144.99470492076634"
45147,3547,"-37.91211183873072, 144.9923409211202"
45171,3723,"-37.89474784968923, 145.14266889679496"
45175,2792,"-37.67304184063728, 145.03110993971816"
45179,2397,"-37.82781283687161, 144.96222993545763"
45189,5119,"-38.13948379730518, 144.354772008636"
45198,3741,"-37.704460841938506, 145.0556219326361"
45202,4150,"-37.83026483920577, 145.00638192701797"
45214,3644,"-37.953933845321615, 145.08355490017064"
45220,3759,"-37.84478783123159, 144.88474394661438"
45244,572,"-37.78029287545554, 145.5314098418828"
45249,962,"-37.94113384907054, 145.14031689236145"
45290,4463,"-37.79360183516499, 144.94745894154153"
45292,4465,"-37.796582835807676, 144.95120294090214"
45301,4481,"-37.79442783438743, 144.9301819449941"
45318,4657,"-37.77041183892634, 144.99880193561557"
45319,598,"-38.0271358622107, 145.31265585261036"
45322,5059,"-38.17114479754926, 144.3468820058361"
45324,4157,"-37.77937683904901, 144.99699793461002"
45349,705,"-37.77240384561959, 145.1047549171357"
45368,2450,"-37.84875383739646, 144.97771093000497"
45405,5079,"-38.17522579819034, 144.35239500497804"
45418,297,"-37.818355851309974, 145.17213389958553"
45448,5097,"-38.14076979722717, 144.34829200931222"
45451,5100,"-38.13208479735599, 144.34993300942529"
45455,5104,"-38.12375479685041, 144.33674701314783"
45468,5074,"-38.152695797664684, 144.35540800693755"
45485,5206,"-38.15496379917499, 144.37141200409292"
45507,4477,"-37.789495835398434, 144.94519894218092"
45546,6660,"-38.23844994217514, 146.4047536366901"
45590,4581,"-37.81691883616501, 144.96158793606517"
45659,6071,"-37.02680184405388, 145.13964799098076"
45674,6257,"-36.76710778306619, 144.26651516513564"
45677,2684,"-37.704078828817316, 144.85824396643488"
45692,5959,"-37.58609876070259, 143.83421315681184"
45700,544,"-37.87379684968146, 145.1481238984378"
45706,6690,"-38.19623195147156, 146.53799061858822"
45713,6813,"-38.37636868255243, 142.47990231835385"
45717,5069,"-38.180736797721636, 144.3504540044056"
45756,2657,"-37.68328581029863, 144.58189801628086"
45760,6815,"-38.37812068314912, 142.4816363173304"
45765,6820,"-38.383441684873496, 142.51923131079582"
45781,4542,"-37.84770783781228, 144.97973792999474"
45798,4571,"-37.81718483622691, 144.96452693583976"
45805,4507,"-37.80336783597759, 144.9525819399382"
45808,4510,"-37.80709983633317, 144.95988993786844"
45834,761,"-38.11684585453486, 145.19152486340792"
45842,3523,"-37.75496283345633, 144.91731495126217"
45853,310,"-38.08708185987534, 145.2785708513596"
45858,3408,"-37.82450383800233, 144.9879699308678"
45871,5029,"-38.19812579576087, 144.32002300834523"
45872,3416,"-37.825603837138445, 144.9667239344427"
45873,6080,"-36.386162859366905, 145.4243600128574"
45889,515,"-38.04383385509187, 145.20955386884845"
45957,4750,"-37.84274384044838, 145.02294492363052"
45964,4757,"-37.8492698403213, 145.01232292477894"
45965,4758,"-37.84969684056758, 145.01549892344482"
46036,2649,"-37.70682582939427, 144.86781196485222"
46118,4285,"-37.82416784287582, 145.04841992083152"
46135,5075,"-38.148674798252614, 144.3657640054914"
46143,5808,"-37.56062576300345, 143.8771341509276"
46165,3577,"-37.82950883384498, 144.91665594328305"
46176,2987,"-37.83773483834324, 144.9819749304323"
46179,5837,"-37.546642759589545, 143.8208071621585"
46183,2810,"-37.679385838228896, 145.00554294379256"
46209,5304,"-38.15956779723301, 144.34473700830912"
46222,4924,"-37.8459468362169, 144.96164293397874"
46248,4934,"-37.762698827558594, 144.8312189647915"
46280,4330,"-37.81208284155541, 145.03731692380717"
46299,3031,"-37.950980840022396, 145.00270091520136"
46357,2886,"-37.82523883565941, 144.9462159379361"
46374,2825,"-37.785322842949235, 145.06353392266914"
46394,2628,"-37.751562827526996, 144.83273796588642"
46418,2331,"-37.99069584558324, 145.08135689659076"
46425,4943,"-37.76895483167201, 144.89200395336655"
46442,4448,"-37.810690837954006, 144.98616493348865"
46538,2416,"-37.86846484144895, 145.03126691889705"
46575,499,"-37.91037985255597, 145.18841188673133"
46603,449,"-37.90563385172314, 145.17974588875285"
46660,911,"-37.80886385414775, 145.2186238923635"
46663,914,"-37.82117285630943, 145.24755488615483"
46668,632,"-37.794674859117166, 145.297187880931"
46692,3357,"-37.6950428446809, 145.09257192753915"
46693,4724,"-37.83725683506123, 144.94356093718463"
46710,2515,"-37.79820383216386, 144.8984009492231"
46712,2517,"-37.81690983239055, 144.89929494707746"
46713,194,"-37.98480985496816, 145.21401487468967"
46716,199,"-37.99982185602581, 145.22403387060493"
46720,864,"-37.81816286083833, 145.31682387450994"
46733,788,"-37.844718857777096, 145.2700728794741"
46741,797,"-37.88362185945576, 145.28441487360737"
46744,810,"-37.78512386078741, 145.31247387908576"
46753,925,"-37.97329185193915, 145.1667708836257"
46766,942,"-37.98009285144066, 145.1654718827369"
46770,2173,"-37.69216783578808, 144.9586559511249"
46802,2734,"-37.729184825901584, 144.81116997189775"
46823,2702,"-37.771738827329514, 144.83564796313297"
46828,2707,"-37.780175830446915, 144.8730149557062"
46847,239,"-38.22952084432148, 145.04486387690207"
46875,3822,"-37.8232958458551, 145.09775791213815"
46880,3796,"-37.76433383766907, 144.9797689392951"
46885,3864,"-37.832594838632616, 144.99672492903775"
46915,974,"-38.027176857168044, 145.2435488645873"
46957,2300,"-37.853252837791366, 144.9817559295109"
46964,2054,"-37.7730398269324, 144.82946896467718"
46970,2104,"-37.79437483792845, 144.9881699344764"
46978,2765,"-37.69345784041108, 145.02985793823635"
46987,2709,"-37.78592682845238, 144.8413409613249"
47006,855,"-37.82978585571694, 145.24480888631996"
47007,856,"-37.83543985021224, 145.1663358988257"
47036,278,"-38.16667184784046, 145.10167587408012"
47053,3805,"-37.83312484411039, 145.0720889152034"
47072,3743,"-37.73072483894657, 145.01064493788297"
47079,946,"-37.965564852309704, 145.17393988316704"
47145,1157,"-37.88631381380681, 144.62586598809128"
47164,375,"-37.86243785896093, 145.28374387509197"
47214,214,"-38.027659847613016, 145.1023728885409"
47287,4458,"-37.809303834076324, 144.93411294185015"
47300,6405,"-36.71424565678998, 142.20491751691426"
47315,4016,"-37.770142835647775, 144.94986094369798"
47319,4020,"-37.7726478367725, 144.97150593915103"
47361,4037,"-37.818359842730395, 145.05917191979583"
47371,3991,"-37.67378583361069, 144.93078195756456"
47380,682,"-37.76709984530118, 145.0926799190308"
47384,687,"-37.777692846963, 145.12445691208475"
47517,379,"-37.876924854907465, 145.2212688843251"
47520,315,"-37.74842185090198, 145.1844269052006"
47543,3404,"-37.79847983316798, 144.9201169462373"
47580,164,"-37.8549478508861, 145.16924789677822"
47661,4806,"-37.82016384002101, 145.0141529274238"
47667,4812,"-37.82722384061235, 145.0171859258944"
47683,4830,"-37.85744083781291, 144.97477193000282"
47702,724,"-37.710437846948814, 145.12858191939677"
47715,3401,"-37.850653837919864, 144.9842619287412"
47721,3593,"-37.743478834003454, 144.9282319500696"
47725,3683,"-37.8427018462414, 145.0969759103835"
47726,3694,"-37.92396684573415, 145.08248190398655"
47729,3950,"-37.896259838939315, 144.99470792211596"
47731,3952,"-37.90893083894226, 144.99229992159349"
47748,3660,"-37.80532184006024, 145.0153499287234"
47754,3680,"-37.88022084560991, 145.09064490740548"
47758,3688,"-37.857265845930925, 145.09434390893907"
47764,3596,"-37.72405383281549, 144.92223995345464"
47843,4773,"-37.84995783867556, 144.99364892744168"
47852,4785,"-37.7223528377876, 144.9927509415873"
47904,4440,"-37.81011183800141, 144.98094193447463"
47915,3637,"-37.935743843981236, 145.056186907663"
47921,3552,"-37.90092584101659, 145.01569991776748"
47971,4709,"-37.88216284660134, 145.10607290427407"
47996,4260,"-37.819867841836675, 145.04553192162848"
48014,2744,"-37.89204684071148, 145.01383591932978"
48021,2755,"-37.8849458424942, 145.037229916544"
48055,4737,"-37.83816883853989, 144.99589092851517"
48107,3026,"-37.909045838537835, 144.98660292187344"
48111,541,"-38.0269208548403, 145.212891869829"
48121,2152,"-37.720891836393214, 144.96323794657425"
48152,6151,"-36.116836965088055, 146.89054280472064"
48178,2689,"-37.815724826261345, 144.81699696152003"
48227,4649,"-37.98393384622447, 145.0873448961381"
48253,4674,"-37.777745839716516, 145.00742493263985"
48262,4609,"-37.81539083575263, 144.9552839378383"
48278,4626,"-37.96539784421731, 145.05570190424217"
48284,4633,"-37.91978384480287, 145.07390490554076"
48287,5041,"-38.14756279829345, 144.3577600066099"
48291,5053,"-38.1482187984436, 144.3603110061673"
48298,4973,"-37.58140681946266, 144.7281140024572"
48306,4389,"-37.806643836884355, 144.96290293705403"
48315,4402,"-37.80648483599289, 144.96142293729585"
48331,3263,"-37.742546839823845, 145.0226199340037"
48354,3261,"-37.73553884053253, 145.02421793448016"
48372,5284,"-37.85387682161343, 144.74508597025803"
48412,2964,"-37.65021483852428, 145.00851494663186"
48475,5076,"-38.156215797411946, 144.35110200656064"
48587,3005,"-37.816550842683924, 145.0526329204667"
48595,2667,"-37.7298328243472, 144.79432997532032"
48597,3628,"-37.81145283430516, 144.92719694330657"
48639,3895,"-37.9470668463627, 145.0966698983987"
48655,723,"-37.888686859568544, 145.291205870992"
48691,3769,"-37.73330683568835, 144.95805594569933"
48695,5046,"-38.34091474971024, 143.5856871239839"
48775,563,"-38.37065083068151, 144.82473390059346"
48796,2838,"-37.645877835409244, 144.96810695406566"
48803,40112,"-37.69431283340463, 144.9253099566242"
48839,2570,"-37.80463182361631, 144.77016397155296"
48845,1109,"-37.93873885434073, 145.20620288092852"
48848,1113,"-38.01130585297013, 145.18754687580008"
48912,5296,"-37.81926182800407, 144.84011695698996"
48916,3161,"-37.61946581750024, 144.70526300261656"
48947,6692,"-38.19645195188273, 146.5410676185974"
48952,40880,"-37.73539483160154, 144.90273195593366"
48984,4412,"-37.59262184444159, 145.10195893718955"
48985,2590,"-37.79220383142408, 144.88553695274862"
49011,40047,"-37.703035830677806, 144.89164796081948"
49033,3659,"-37.76910183329731, 144.92556394801696"
49091,6218,"-36.754017780544295, 144.22013117387482"
49127,5187,"-38.165884798246175, 144.36066600451713"
49177,5128,"-36.860378202423526, 149.73240625149006"
49249,40246,"-37.92852685279109, 145.18416488607485"
49267,40267,"-37.951584854724814, 145.21337687764495"
49287,40285,"-37.97508685624573, 145.23862987066252"
49291,40289,"-37.98168185680109, 145.244544869558"
49352,3767,"-37.84103981778555, 144.68964198101733"
49385,1587,"-37.82390083033277, 144.8712069519883"
49413,3584,"-37.646144842747276, 145.06912193597748"
49419,1592,"-38.03649184741957, 145.1073498875965"
49428,1733,"-37.79254083519255, 144.93939894266893"
49448,5171,"-37.02396084402554, 145.1384999915997"
49450,4107,"-37.639428847040925, 145.1322709260752"
49451,552,"-38.07446884908878, 145.12807987946223"
49459,1106,"-37.909710850440625, 145.16247789187554"
49463,40186,"-37.825232834957944, 144.93705594008975"
49521,4202,"-37.7703728322826, 144.90409295143925"
49540,1146,"-37.89733182094805, 144.72806996867388"
49577,5328,"-37.868917821216876, 144.73451996990704"
49667,2545,"-37.80240383152329, 144.88623495152774"
49668,40163,"-37.85995084370539, 145.05945691520844"
49701,1394,"-37.78848086565312, 145.38679986612848"
49707,1330,"-37.839358816611046, 144.67303198466175"
49715,3562,"-37.9122368473266, 145.10750590103052"
49721,1299,"-37.75153086339944, 145.35638887556226"
49729,6101,"-36.3837988591125, 145.4162570144649"
49756,3481,"-37.845279824979485, 144.7843789642281"
49792,1337,"-37.99735985178026, 145.16227388192044"
49848,6221,"-36.665786786992506, 144.33220616492892"
49849,5361,"-38.18594080436152, 144.45100398578566"
49880,2692,"-37.62838183984467, 145.02787394515806"
47568,957,"-37.96592485407828, 145.2090238768359"
47575,3887,"-37.7551958364095, 144.96218594269047"
47579,163,"-37.8536408505182, 145.15827489802697"
47789,3041,"-37.73911983473766, 144.9452039483617"
47827,4249,"-37.805815830877535, 144.88481595079324"
47833,2830,"-37.78836484611436, 145.10452391435288"
47839,4834,"-37.85139083769877, 144.981078929606"
47923,3554,"-37.90215184166492, 145.02599391589558"
47930,3929,"-37.83506384743889, 145.1206879069985"
47984,4153,"-37.82307083944599, 145.00765692816225"
47986,4170,"-37.700658843015624, 145.0654709317609"
48009,2832,"-37.779608844688696, 145.0786409208786"
48091,4218,"-37.808712837603956, 144.98259393400852"
48100,4230,"-37.820251831070195, 144.88213794955197"
48149,6276,"-36.76141078478317, 144.28339116345555"
48151,6150,"-36.11862796521402, 146.88920680450525"
48160,287,"-37.95042285060728, 145.15264188854934"
48239,6320,"-36.12864481105512, 144.74818215066153"
48264,4612,"-37.920948843248304, 145.0575779090552"
48297,4972,"-37.635102829750416, 144.88145296983072"
48316,4403,"-37.806801836529836, 144.96437693721754"
48324,3017,"-37.86229983842884, 144.9850769279023"
48335,3267,"-37.765470840551885, 145.02039293230567"
48361,1365,"-38.13503285348494, 145.1777398636741"
48362,3179,"-38.109522860937474, 145.29058984729133"
48369,2676,"-37.75924182235973, 144.7553719787771"
48384,968,"-38.035252857170974, 145.24128686427753"
48451,3174,"-38.05485086144063, 145.30122685098289"
48459,3591,"-37.75285883323391, 144.92558194952505"
48477,3176,"-38.050039861545784, 145.29821485217735"
48479,5292,"-37.85402682171432, 144.74689897006502"
48491,40088,"-37.686548842403795, 145.06496693317996"
48515,504,"-38.0817798592162, 145.27337885275452"
48516,559,"-38.031784858853676, 145.26794485935662"
48542,1050,"-38.029387864242075, 145.34755084538673"
48544,6830,"-38.38646368328582, 142.47951231782662"
48610,5258,"-37.82070182475673, 144.78645596627044"
48614,1170,"-37.936194855413945, 145.2314648765041"
48644,1083,"-37.72568783090825, 144.89126095902807"
48736,977,"-38.04572586616816, 145.3680838409557"
48768,40100,"-37.68755383780973, 144.99975194360468"
48773,3318,"-37.7750308405463, 145.02582993011134"
48810,40120,"-37.70096883088876, 144.89422296049412"
48812,40123,"-37.703035830677806, 144.89164796081948"
48837,5150,"-38.125696795655166, 144.32740001419683"
48838,5833,"-37.54644075794334, 143.79715716719832"
48875,1302,"-38.15559585229146, 145.16753686335753"
48883,1591,"-37.972789853927246, 145.20106387804952"
48897,170,"-37.86905085557209, 145.2351578829061"
48901,4329,"-37.810146841203235, 145.02632792644988"
48919,5125,"-38.14698179826814, 144.35969800623133"
48928,40065,"-37.692018834860676, 144.95593695117137"
48935,40074,"-37.68672884031256, 145.0290939384697"
48937,40076,"-37.68593283184219, 144.9007459609067"
49042,3658,"-37.74171483655354, 144.9715169435631"
49090,5402,"-37.206639838676566, 145.0432549889858"
49100,6803,"-38.35823168027442, 142.44338632622808"
49118,1370,"-37.62267582948889, 144.88385097109978"
49140,1522,"-38.038492858508135, 145.26652385926667"
49256,40254,"-37.941133853703604, 145.19937088155316"
49281,40279,"-37.96588985571536, 145.23354487260454"
49300,40298,"-37.993538858296496, 145.26010586525408"
49343,2849,"-37.769599830403685, 144.87154795703736"
49369,6304,"-37.423086835062456, 144.97860597601886"
49392,2896,"-37.8327868340154, 144.92431094136995"
49460,3894,"-37.835665828289905, 144.8460989544458"
49484,1226,"-37.90158381419806, 144.62787398557987"
49485,5307,"-38.14979779605249, 144.334655011172"
49486,3506,"-37.850064828391275, 144.84505495322168"
49558,1644,"-37.82541782771125, 144.82738195843785"
49595,40196,"-37.825232834957944, 144.93705594008975"
49645,270,"-38.00377085743443, 145.25306886497756"
49646,6305,"-38.163626907096315, 145.9308187286316"
49662,1772,"-37.801424835940345, 144.95223494038035"
49663,1118,"-37.99892785198053, 145.17444687903125"
49695,5349,"-38.17852381129521, 144.55127496912814"
49705,1528,"-37.86900281317975, 144.60945599210868"
49706,1318,"-37.811409836935, 144.97283693545864"
49744,1545,"-37.930986850262514, 145.1536388911686"
49765,3685,"-37.85334584577185, 145.09514990961526"
49789,3286,"-37.80685683298462, 144.90938294699012"
49869,3757,"-37.82830283655632, 144.96236293517597"
49874,1124,"-38.016467861880045, 145.30678385406486"
49885,3096,"-37.88664081245512, 144.6069279906592"
49892,1559,"-38.330077841897086, 144.9910348753969"
45042,5168,"-38.23664379954027, 144.37788099395055"
45045,520,"-38.19565285037241, 145.13371486470717"
45060,6234,"-36.57539875678888, 143.86805825073105"
45062,5047,"-38.138634797460455, 144.35579900843527"
45065,2839,"-37.83067184287447, 145.05596991815042"
45076,2444,"-37.83673783710198, 144.9733269323877"
45132,3417,"-37.79727983690105, 144.96877993691763"
45217,2464,"-37.80053183902217, 145.00016093194674"
45239,4729,"-37.84099983547931, 144.9465359363936"
45246,5027,"-38.153494798584376, 144.3663660041606"
45277,4519,"-37.8061328352226, 144.9448509406235"
45330,5060,"-38.17330879687539, 144.34457900684055"
45354,591,"-38.21372486831112, 145.38121581920308"
45369,2467,"-37.850498837934595, 144.9782829295419"
45426,870,"-38.07541484878111, 145.12289188048314"
45461,5196,"-38.1541307981365, 144.36043000623184"
45464,5070,"-38.14521279827738, 144.36169800639607"
45467,5073,"-38.074143797907645, 144.35865401483994"
45472,4162,"-37.80712983589543, 144.95578993888495"
45489,5210,"-38.17061679992605, 144.39144799875905"
45494,4786,"-37.72938183796462, 144.99155194034523"
45529,3177,"-38.07449786375326, 145.33534984315614"
45544,6657,"-38.23569394090497, 146.3912726398647"
45587,4577,"-37.814756836726296, 144.96900793528357"
45592,4583,"-37.81762983633403, 144.95911693639235"
45608,1343,"-37.84518181808286, 144.6887999805018"
45617,3509,"-37.751158833522375, 144.91845195144106"
45619,2631,"-37.81541482587588, 144.80917296319336"
45620,4180,"-37.70524284548312, 145.10883392295025"
45635,4837,"-37.86900683902914, 144.99547292473153"
45646,6639,"-38.176268930960646, 146.2622156697046"
45647,6289,"-36.765301783905066, 144.27300216432045"
45652,2451,"-37.79900183800351, 144.98481693431668"
45699,3697,"-37.949827845305514, 145.07735690169807"
45742,6449,"-34.19821663755502, 142.14698974022755"
45777,4604,"-37.8118098365392, 144.96765793577504"
45790,4560,"-37.81599683735953, 144.9723879350108"
45800,4574,"-37.81937683649248, 144.95711193746422"
45815,4655,"-37.92226784407585, 145.0678559068271"
45827,1741,"-37.883281820819676, 144.71906897184806"
45844,871,"-37.836977851957876, 145.19103989402367"
45866,300,"-38.07115887333231, 145.4752168191893"
45895,1766,"-37.84078085756938, 145.26629288065598"
45906,2796,"-37.69442384112792, 145.0391829368573"
46016,2858,"-37.67792383043739, 144.88424296471027"
46026,594,"-38.018133861614025, 145.3085378544827"
46041,5043,"-38.1441487983028, 144.36218800670974"
46042,6664,"-38.312538943718074, 146.4198556250847"
46059,4185,"-37.70052884850009, 145.1514619160676"
46099,2955,"-37.91113784695935, 145.1034859014627"
46112,4279,"-37.82136684099724, 145.0247829255164"
46120,4287,"-37.83376084208295, 145.04707992038513"
46145,5810,"-37.56204076294602, 143.87035915188622"
46149,5814,"-37.563109762652985, 143.86194515367575"
46151,5816,"-37.56207276193061, 143.86064515385576"
46226,2917,"-37.813433835775704, 144.95437993808247"
46228,2919,"-37.80814483653755, 144.9687489358479"
46252,4873,"-37.98124484480213, 145.06439090077063"
46253,4164,"-37.67300684813944, 145.14964891949063"
46281,4331,"-37.81274884223719, 145.04931592206125"
46300,3032,"-37.95196784041791, 145.00366491422298"
46317,4370,"-37.822572835886675, 144.95018993799647"
46333,4956,"-37.78796282701944, 144.82693396292805"
46338,4963,"-37.76934182677158, 144.8301589646222"
46344,4240,"-37.798524831125064, 144.88821995104433"
46347,2871,"-37.688087830126136, 144.8824359644667"
46368,2784,"-37.800313831534325, 144.89469995053543"
46373,2824,"-37.78882184032368, 145.02571892888454"
46384,2041,"-37.79127784575815, 145.09536891622818"
46405,2309,"-37.87267183908362, 144.9900089258531"
46428,4946,"-37.784850827400646, 144.83207396198512"
46452,5999,"-37.282465702463476, 142.93180934116253"
46466,3239,"-37.69399684075639, 145.03503393715047"
46468,3260,"-37.73225984010689, 145.0250099350512"
46485,3067,"-37.751124841859344, 145.0460919291655"
46522,2602,"-37.79266783148062, 144.89445695135214"
46530,2612,"-37.777519827522646, 144.83340096334305"
46573,4111,"-37.7180538349221, 144.95171594845905"
46593,605,"-37.973059856354176, 145.24228887065328"
46619,333,"-37.788668849397766, 145.15805390578885"
46673,638,"-37.80042785961258, 145.2962088807824"
46678,650,"-37.990126854384854, 145.21290287337786"
46715,198,"-37.99665985530755, 145.21888387199394"
46731,786,"-37.91068385613706, 145.23644487831936"
46752,923,"-37.992977851574366, 145.16316288168167"
46757,929,"-37.96442685120436, 145.16856488406225"
46768,2171,"-37.680919830826355, 144.8927669630816"
46775,2202,"-37.816005846317054, 145.10770991085957"
46777,2205,"-37.81806984738751, 145.1220239085068"
46833,646,"-37.985584855406515, 145.22065887301295"
46837,284,"-38.033905848757996, 145.12278788443228"
46839,288,"-37.95435685048901, 145.15187888897182"
46844,236,"-38.195013847471664, 145.09123487223994"
46848,240,"-38.25590284390843, 145.03581987522654"
46858,488,"-37.88797385015723, 145.1560208953908"
46874,3848,"-37.85699084027438, 145.02043292188472"
46877,3791,"-37.77765883632919, 144.96539394015264"
46905,3829,"-37.8376238437134, 145.06397991651642"
46909,3456,"-37.79992383877265, 144.99393293229147"
46922,4596,"-37.813517836576594, 144.96563993590223"
46950,4074,"-37.871789840544245, 145.0177399213899"
46951,4075,"-37.87266084131914, 145.02471791934977"
46953,4077,"-37.87431384244051, 145.03804091690148"
46954,4079,"-37.87914284088218, 145.0163169197553"
46976,2763,"-37.67037384319567, 145.0712179336862"
46983,2770,"-37.691593836751736, 144.9790659469191"
46990,1182,"-37.96888485398074, 145.1965948789738"
46997,844,"-37.83281585007218, 145.15662190128978"
47001,849,"-37.83608285263586, 145.19531789428754"
47004,852,"-37.78760085572429, 145.24794089045528"
47008,857,"-37.8251418566989, 145.25169788478647"
47022,3149,"-37.9885038486166, 145.12476788915902"
47037,3891,"-37.75423183520247, 144.9539809447586"
47041,3902,"-37.83192882916944, 144.85514495366297"
47043,2440,"-37.847474837569955, 144.9772629307412"
47052,3804,"-37.83214184353754, 145.06368991705486"
47058,3810,"-37.83256284302041, 145.05816791779995"
47060,3812,"-37.83599384340548, 145.06216991717565"
47086,895,"-37.81718985502876, 145.22728689095416"
47087,897,"-37.81579585496701, 145.2313788893734"
47095,129,"-37.815837854622785, 145.2273308910344"
47102,3499,"-37.83205682915007, 144.85632295373725"
47123,3595,"-37.72859183302965, 144.9238959527974"
47175,944,"-37.99056684961968, 145.14198888622357"
47194,3110,"-37.77526183490584, 144.94532494347447"
47201,3310,"-37.775294841443156, 145.03910692741954"
47208,4747,"-37.84129284033064, 145.01075192492985"
47209,4762,"-37.85183683910108, 144.9933769271149"
47218,218,"-38.051638848616975, 145.11589588376737"
47226,228,"-38.109829849747065, 145.12576087618797"
47233,176,"-37.882735858820276, 145.27753387486132"
47238,183,"-37.9320678704048, 145.44073584015482"
47242,6308,"-35.3385587145685, 143.3334064557527"
47245,189,"-37.9536068521165, 145.1794848838048"
47263,148,"-37.785029860079746, 145.31101387997447"
47292,4491,"-37.79873883570284, 144.94887894021383"
47313,4014,"-37.771547835906624, 144.96135794128153"
47325,413,"-37.81322485164167, 145.1768348998033"
47327,415,"-37.81977285121326, 145.17576989887039"
47344,3907,"-37.83880182766512, 144.82571995818418"
47349,3920,"-37.79987684666637, 145.11812891102053"
47351,4024,"-37.77348383732602, 144.97920293800945"
47367,3986,"-37.68683483350173, 144.9326219559246"
47461,3708,"-37.992639844489545, 145.06657089918858"
47499,255,"-38.15219285415786, 145.1910238593567"
47513,4051,"-37.792597843986826, 145.07048792085877"
47524,319,"-37.78469084730708, 145.12439091158436"
47544,3420,"-37.88270483848546, 144.9831869252516"
47552,3059,"-37.74458983843695, 144.99745793818184"
47557,2850,"-37.794653822101914, 144.75302497469323"
47573,1001,"-37.76647883406193, 144.92497294839652"
47610,768,"-37.85831985995467, 145.2947518741718"
47630,3996,"-37.66664383421099, 144.9489309548844"
47634,4530,"-37.81856783705051, 144.9679629353219"
47638,4844,"-37.8832608391677, 144.9922699241865"
47652,4858,"-37.86693283835675, 144.97889192827697"
47653,4860,"-37.93340084015155, 145.00326791632372"
47677,4822,"-37.8113868391484, 144.9958209308598"
47682,4829,"-37.82211183855683, 144.9985639290526"
47722,3619,"-37.65758583323969, 144.9267439601028"
47733,3954,"-37.90579784005461, 145.0047079195961"
47740,3977,"-37.81586984312798, 145.0596459202027"
47756,3686,"-37.862876845610636, 145.09338290846168"
47796,3056,"-37.74255883689423, 144.9780719421683"
47800,823,"-37.7811348688359, 145.43050285895902"
47820,4307,"-37.77713684327262, 145.06454292274344"
47825,4247,"-37.79993383257246, 144.9011619487599"
47842,4772,"-37.84915083862309, 144.9937739279746"
47850,4782,"-37.73756083880055, 145.0000159387147"
47851,4784,"-37.74938483877468, 144.9958799381679"
47929,3926,"-37.80175684751391, 145.12686290918055"
47961,2864,"-37.72568883126371, 144.89075195844367"
47982,4151,"-37.80295683842409, 144.99720693218677"
48011,2847,"-37.8448748422615, 145.04086591980172"
48012,3255,"-37.58598181881429, 144.7212220030785"
48013,2742,"-37.889268842258886, 145.04100491540103"
48026,2426,"-37.89376984633205, 145.09335390501"
48039,2503,"-37.79486883277757, 144.90431594845575"
48043,4718,"-37.90966984712778, 145.1037709020905"
48052,4556,"-37.809950835818505, 144.95840493748483"
48057,4739,"-37.835307839426086, 145.00573892672662"
48102,4232,"-37.80429283212981, 144.9014539482948"
48177,3915,"-37.64081684480999, 145.09621893299095"
48198,4212,"-37.77997883793108, 144.98668893625916"
48230,4660,"-37.75877283835958, 144.99313893706048"
48234,4664,"-37.764614839822336, 145.01227293331613"
48280,4628,"-37.95293784388748, 145.05989390410053"
48303,4386,"-37.79970383597133, 144.95756193962308"
48322,4346,"-37.87596184274251, 145.04817991548617"
48338,3271,"-37.7589198403327, 145.02150293286684"
48364,2675,"-37.75940382533466, 144.80435196990808"
48397,4421,"-37.78263183704944, 144.9776629369817"
48417,1140,"-38.195780852743816, 145.16074186044312"
48438,4999,"-37.68203783887641, 145.01353294242753"
48443,3045,"-37.89948984534771, 145.0900219055533"
48447,2929,"-37.82035083644188, 144.95756393682822"
48448,2982,"-37.83967183923318, 144.9971549281976"
48457,3538,"-37.85264083666707, 144.95862393281618"
48474,6311,"-35.346221729029786, 143.56140141846754"
48484,1159,"-37.628873823787465, 144.7942259856804"
48605,3246,"-37.579716819484304, 144.72933900266807"
48613,1169,"-38.01078584911172, 145.13237288554873"
48626,1252,"-37.930112864735925, 145.35815685534376"
48651,543,"-38.02075586147823, 145.30807285347083"
48737,2897,"-37.83377583379435, 144.91921694165964"
48738,2898,"-37.83181483324353, 144.91840694297196"
48750,102,"-37.753171864158375, 145.365528874073"
48777,3795,"-37.771385836056474, 144.9600169417686"
48793,985,"-38.369967834720356, 144.8893278885809"
48818,2329,"-37.98216084479103, 145.07135689961706"
48855,3150,"-37.99150085045199, 145.1505738844808"
48867,545,"-38.130890850167845, 145.135319871668"
48888,233,"-38.14530184937952, 145.1200848734058"
48936,40075,"-37.68631883995952, 145.02931593857198"
48972,3665,"-37.80981783459575, 144.92888494294937"
48998,40025,"-37.751886827454385, 144.83050596592852"
49045,1513,"-37.79765182948211, 144.8623889553811"
49055,1074,"-37.82011483569649, 144.95049893851595"
