OBJECTID,SITE_NO,geo_point_2d
49642,2405,"-37.8351168373008, 144.97109493291967"
49647,6307,"-38.166226907438215, 145.93855272673065"
49674,40169,"-37.87698984448743, 145.07017991081702"
49697,5350,"-38.185675797347436, 144.34421700576263"
49704,5179,"-34.19186463927746, 142.17437173629003"
49731,1192,"-37.99868584587311, 145.08708689526745"
49783,3157,"-37.801025836205596, 144.95637993882156"
49801,3258,"-37.97435684807658, 145.11143489384247"
49804,1725,"-37.732326829355365, 144.8651999623929"
49809,5357,"-38.32599579683723, 144.31768699530096"
49821,6294,"-36.77469178578199, 144.30764915776786"
49824,1710,"-37.984982846683906, 145.09609689534415"
49877,1127,"-37.99794085940343, 145.27815686116787"
45047,3170,"-38.11152386036868, 145.28307884851483"
45056,395,"-38.01277385122953, 145.15919288096347"
45072,4489,"-37.82674483687197, 144.9658319349725"
45086,3281,"-37.892722846633134, 145.10700490288414"
45099,4434,"-37.81050983471628, 144.93910294136717"
45113,6683,"-38.195422951222945, 146.5380986183828"
45116,3567,"-37.8971118444005, 145.06511590961975"
45121,2670,"-37.76168682642322, 144.8234699665252"
45125,757,"-38.144008849917725, 145.12514787250294"
45141,5834,"-37.586589760895784, 143.84098515501412"
45156,588,"-37.794866858648085, 145.28046188390152"
45159,2182,"-37.63055483305406, 144.92827296237883"
45164,5659,"-37.827670033145836, 147.62441147602584"
45205,2193,"-37.539463833731034, 144.94548696896615"
45206,5164,"-38.17931679835253, 144.36759600166317"
45211,5610,"-38.093550991562545, 147.0688155383866"
45226,1123,"-37.832084859440414, 145.2873228779967"
45257,3147,"-37.98766084831118, 145.11789089101592"
45347,6078,"-36.379390857724154, 145.39580601885226"
45357,3484,"-37.84945782583399, 144.80900595940477"
45397,156,"-37.81343085885121, 145.2898678802408"
45431,5262,"-37.89066781804656, 144.68024797789394"
45440,5272,"-37.903663816890806, 144.65970198007693"
45443,5226,"-38.13140479685527, 144.34463901125932"
45453,5102,"-38.131077796842646, 144.34295801167275"
45465,5071,"-38.15695479888601, 144.3704980033734"
45513,3434,"-37.79964883212549, 144.89864794944936"
45533,878,"-37.93455585295831, 145.19082188406298"
45555,6281,"-36.760695784717015, 144.28119516351322"
45614,5222,"-38.14164079683514, 144.33615901077894"
45660,6072,"-37.02881184404487, 145.14308599104453"
45690,5239,"-37.87717981722502, 144.67883497878714"
45691,3916,"-37.844344846582715, 145.10993990833654"
45707,6691,"-38.20181895100352, 146.52411462067263"
45726,5016,"-38.1334127972065, 144.35092200993878"
45730,5021,"-38.15460679769905, 144.3512580077651"
45767,6824,"-38.346309633488964, 141.60373147914876"
45780,4541,"-37.84483883754493, 144.97869193106362"
45811,3084,"-37.74701883853756, 144.99691393782197"
45843,589,"-37.81000884953365, 145.1486419045177"
45850,1067,"-37.816495835136706, 144.94567993935445"
45859,2848,"-37.84122584244653, 145.04156992029672"
45883,3375,"-37.80113183878163, 144.99277393318184"
45884,5801,"-37.664265800063156, 144.43901604397695"
45894,2030,"-37.819906852167556, 145.185496897739"
45896,1037,"-37.80421383586698, 144.9603059383602"
45921,4652,"-37.76566984041936, 145.02226793141688"
45934,2973,"-37.772948839528496, 145.01130993310537"
45949,4796,"-37.72678484168204, 145.050791930499"
45963,4756,"-37.849005840143995, 145.0102809244841"
45971,4766,"-37.854299840257035, 145.01156692413565"
45982,6284,"-36.767006784346286, 144.2751951638158"
45995,4991,"-37.69275683743176, 144.99104294550708"
46015,3212,"-37.95758884800521, 145.1134008951546"
46061,4187,"-37.70315484477271, 145.08983292646508"
46109,4276,"-37.83816384227341, 145.04215292065953"
46122,4290,"-37.729708842293824, 145.06085292844557"
46125,6223,"-36.757401785176654, 144.2927611614554"
46146,5811,"-37.56333176267377, 143.86370615297534"
46157,840,"-37.8205738495783, 145.1501259033968"
46159,6264,"-36.756728783625675, 144.27123816493975"
46162,1594,"-36.1202269649538, 146.88680580507003"
46163,1595,"-36.120066964184936, 146.8856758054381"
46192,5879,"-37.53529876133963, 143.84939815888447"
46202,5251,"-37.89738681611649, 144.66022098029532"
46203,5252,"-37.879413818739145, 144.7012849746122"
46210,5306,"-38.1525887960054, 144.33413001022984"
46217,4918,"-37.84404383658405, 144.96031393409092"
46225,2916,"-37.812722835848945, 144.95689193731175"
46229,2920,"-37.808868836797174, 144.9663099365993"
46235,2931,"-37.81562683717656, 144.97363993448838"
46270,4452,"-37.81657583782905, 144.9801539329425"
46287,3109,"-37.77682483584586, 144.958310941062"
46332,4955,"-37.7968758282613, 144.8388669601118"
46390,1051,"-37.80513383585462, 144.94934993991916"
46436,4884,"-37.82932283570328, 144.95608993592435"
46505,2914,"-37.811285836623, 144.96181493764192"
46511,745,"-38.147302849764635, 145.12470387183117"
46559,4094,"-37.875222840068275, 145.00772892224833"
46579,580,"-37.858248848796094, 145.1377519012947"
46620,337,"-37.79015785052936, 145.17105190321158"
46622,359,"-37.876482849427205, 145.14758389778157"
46662,913,"-37.80555785492909, 145.22731789146857"
46705,2510,"-37.81740482889202, 144.84658095619275"
46717,200,"-38.00051685599089, 145.22538387002365"
46727,782,"-37.92273385543163, 145.23402987704614"
46730,785,"-37.87695185581544, 145.23293488291668"
46755,927,"-37.961688851985556, 145.16910788448786"
46756,928,"-37.96741585178027, 145.17612788232105"
46798,2730,"-37.7270138284038, 144.8494689657785"
46810,2620,"-37.78669982894948, 144.84890795894037"
46845,237,"-38.22034484501971, 145.05665887533942"
46855,485,"-37.88305884700391, 145.11347090340425"
46881,3799,"-37.83079884428799, 145.07988691448992"
46896,3876,"-37.727647838588624, 145.00098193978093"
46912,5660,"-37.9666739834598, 146.97570757088775"
46931,258,"-38.098070860802984, 145.28323084905514"
46934,261,"-38.15418585394805, 145.18457486101028"
46936,202,"-37.97594385535944, 145.22255387423496"
46938,204,"-38.02006686120203, 145.29816685585791"
46941,208,"-38.030963864293604, 145.34380084634455"
46952,4076,"-37.8740618421762, 145.03596791787496"
46966,2056,"-37.81366183942992, 145.00601292912415"
46980,2767,"-37.67579284112676, 145.03885093840105"
47106,3503,"-37.842068829137396, 144.8464129540558"
47156,366,"-37.83949685286471, 145.2005938931043"
47166,378,"-37.899091855368766, 145.223122882055"
47167,436,"-37.95193185008972, 145.15234788868494"
47176,1006,"-37.7665648336992, 144.91967494922903"
47177,2101,"-37.79310783777244, 144.9793519357912"
47221,222,"-38.06359384923285, 145.11979588171454"
47249,4046,"-37.84827884420701, 145.07724291298788"
47264,149,"-37.75885286289071, 145.35449987503995"
47283,4394,"-37.80003883659762, 144.960518938399"
47302,6421,"-36.716636656887474, 142.19972951758697"
47332,424,"-37.88478385117312, 145.16487889383254"
47418,624,"-37.81815385811232, 145.26913588271327"
47436,4013,"-37.76884283595281, 144.96182194124822"
47446,3941,"-37.844376847731596, 145.1210409062509"
47451,3787,"-37.759345834984856, 144.95070094430704"
47471,3732,"-37.725172839978676, 145.02357993602635"
47476,735,"-38.13017185022255, 145.13189287255503"
47521,3779,"-37.76574083663671, 144.9649189420116"
47522,317,"-37.77958284768321, 145.12323191284761"
47597,2627,"-37.770431824918155, 144.7941339705684"
47602,339,"-37.79646685149024, 145.17916290134195"
47608,266,"-37.93671885340444, 145.1926938833141"
47675,4820,"-37.811191839235974, 145.0070989292964"
47710,734,"-38.091416853469, 145.1790338683597"
47716,3432,"-37.821153831218325, 144.89021894885317"
47718,3458,"-37.79906083752876, 144.98537893491238"
47766,3598,"-37.71532583319019, 144.91816895564367"
47875,3377,"-37.80441983807844, 144.98644793387294"
47909,121,"-37.816353852466165, 145.193664895833"
47975,4444,"-37.809231836751806, 144.97297693575385"
48020,2754,"-37.88971584385981, 145.06156391178774"
48023,2758,"-37.89066884447358, 145.06935690966392"
48113,2937,"-37.802372835203606, 144.94361194159293"
48135,2001,"-37.8508068463512, 145.09920890942368"
48163,863,"-37.821524860431914, 145.30429287681852"
48190,4270,"-37.828727841346286, 145.03421892307952"
48201,4215,"-37.78514783731719, 144.98225393607424"
48350,3307,"-37.782590839995734, 145.02147692987708"
48351,3311,"-37.77272684164966, 145.04071692754763"
48366,5319,"-37.84698181760855, 144.67501198293573"
48375,535,"-38.039569865463775, 145.36031584244589"
48407,1131,"-37.959385855186916, 145.2240598754401"
48471,173,"-37.870360855912956, 145.23941688191636"
48482,1264,"-38.06906385252732, 145.1698138729441"
48534,873,"-37.92722485712576, 145.25183787414787"
48569,2404,"-37.83342383731944, 144.9677699333842"
48637,3406,"-37.798826837321855, 144.97027593734"
48723,992,"-38.01544085942528, 145.27138586096726"
48780,5235,"-37.834446817913715, 144.69106198131072"
48792,2199,"-37.81373784729434, 145.12000990959126"
48830,1171,"-38.03919885500025, 145.21046286931295"
48834,3896,"-37.65056884332203, 145.07597493543125"
48844,1108,"-37.92539385440211, 145.21243188149282"
48865,5232,"-38.338682795525706, 144.30462199634655"
48887,5824,"-37.555785759073565, 143.8189811619517"
48893,2429,"-37.91133384818709, 145.122315897998"
49007,40042,"-37.708165830278155, 144.88560496152556"
49010,40046,"-37.70576783097357, 144.88702796152324"
49062,1184,"-38.08631287362591, 145.4721138177896"
49068,971,"-37.832351855579994, 145.23734188722284"
49077,2356,"-37.97379184463614, 145.06429990107122"
49084,1213,"-37.64100382572046, 144.8160149813092"
49085,1191,"-37.8222998351469, 144.9477659381137"
49086,3654,"-37.83681183877001, 144.99616892859584"
49160,3649,"-37.797821832218396, 144.90037194895032"
49223,40217,"-37.89389784933168, 145.14153589741954"
49224,40218,"-37.89414984954094, 145.14148889742486"
49230,40225,"-37.90301484994683, 145.15300989398477"
49237,40233,"-37.912672851348226, 145.165994890204"
49243,40239,"-37.92159285158112, 145.17550888828097"
49247,40244,"-37.92507185212243, 145.1798378870065"
49255,40253,"-37.93888785378121, 145.19712088256122"
49269,40269,"-37.95450785455566, 145.21751387694476"
49346,5140,"-38.2712438163018, 144.62313494710898"
49347,1026,"-37.81622485552366, 145.23753088860065"
49495,1508,"-38.19524685251819, 145.15728986032067"
49500,250,"-38.37043383074949, 144.82304590038916"
49503,2997,"-37.83422583291164, 144.91148194391565"
49518,1225,"-37.82656486155861, 145.3180338734114"
49523,3475,"-37.873181824361716, 144.77733296243883"
49536,2483,"-37.885387845062645, 145.07850090855766"
49567,1303,"-37.827211831368686, 144.88108594989473"
49568,3647,"-37.87577582129882, 144.73735896963936"
49635,2061,"-37.82668382896479, 144.84713395576586"
49709,5177,"-38.21817394681594, 146.47574962695137"
49724,5122,"-38.75588975754805, 143.66925706608993"
49734,1198,"-38.087260862905964, 145.31630284482372"
49817,1333,"-38.06299187093322, 145.43730182694003"
45074,2465,"-37.80070683918476, 145.00194793093362"
45101,336,"-38.220353844738334, 145.04074787843126"
45118,3507,"-37.85712183152727, 144.88187594573535"
45122,2671,"-37.762340827016985, 144.82862596502108"
45151,3837,"-37.82669084342602, 145.0649219174913"
45172,5609,"-38.09642499146264, 147.06825353839076"
45173,391,"-37.90221285543254, 145.23517187934868"
45216,4108,"-37.87772783938784, 145.0046589226384"
45237,2640,"-37.69586882293255, 144.7745619818703"
45264,490,"-37.95663185383572, 145.20733187854898"
45267,2050,"-37.75458382768521, 144.8328249655135"
45269,2809,"-37.667939842350684, 145.0606889360921"
45285,4534,"-37.82823883707111, 144.97136793363683"
45388,2750,"-37.752369825231625, 144.80607397051793"
45407,5081,"-38.14896879852495, 144.36280600581964"
45414,603,"-37.957735855856875, 145.22583287553283"
45456,5106,"-38.11598679576568, 144.33037301528466"
45474,2798,"-37.74640782908913, 144.86271496113446"
45542,6645,"-38.18712293231502, 146.2847006642739"
45548,6672,"-38.246421943654184, 146.42614663180547"
45561,6095,"-36.37496185811944, 145.4079230169244"
45602,727,"-38.01536985546732, 145.22177886894815"
45607,4979,"-37.704583809627046, 144.5747620156823"
45612,7006,"-37.810568854201335, 145.2153568931656"
45673,5263,"-37.813119824113784, 144.78237496776913"
45694,5200,"-38.16379879849046, 144.36162000459717"
45733,5025,"-38.0950617964511, 144.34646501425192"
45735,5030,"-38.33755875031827, 143.59843512154288"
45739,2044,"-37.86766984365764, 145.06494891345864"
45744,6615,"-38.15978790629007, 145.92289273011522"
45762,6817,"-38.379811682942076, 142.48342731795975"
45920,4711,"-37.79339983661945, 144.9651669381596"
45931,5828,"-37.56860475923661, 143.8162181608096"
45954,4802,"-37.81871083936957, 145.00076992993573"
45967,4760,"-37.85111983872876, 144.9878199282831"
45976,2178,"-37.6474958344184, 144.95213495698422"
45979,4639,"-37.92166784442473, 145.06317490798375"
45992,4983,"-37.692159809433726, 144.56668001867658"
46002,5000,"-37.874932818016134, 144.68333297905116"
46004,5002,"-37.84415782483817, 144.78191996439125"
46022,2891,"-37.70851282467, 144.80384697593504"
46033,2399,"-37.834079832929795, 144.91348894338392"
46066,4192,"-37.73548183288354, 144.9190759523101"
46070,4196,"-37.7546958315676, 144.89660095453561"
46078,4123,"-37.745797834217676, 144.93851794847657"
46084,4129,"-37.74317183597417, 144.96627394418257"
46092,4137,"-37.73082483682318, 144.97169394464487"
46108,4340,"-37.87716184523597, 145.08453990808874"
46140,5805,"-37.675950800609705, 144.43852404212242"
46153,5818,"-37.56465476188267, 143.86154515385084"
46170,1700,"-37.96268384870835, 145.12884189195074"
46191,5878,"-37.542527761138, 143.85013315737433"
46207,5302,"-38.14536279689968, 144.33547301074455"
46214,4914,"-37.83615483641788, 144.96484493357124"
46224,2915,"-37.81201183659778, 144.95934893736145"
46227,2918,"-37.8074778367381, 144.97070193652252"
46237,2861,"-37.77401483493576, 144.93726694546137"
46266,3137,"-37.82930984794938, 145.12695090685372"
46273,4457,"-37.81682483822579, 144.98798693249046"
46276,4404,"-37.80696083638459, 144.965857937379"
46285,3103,"-37.9693078415749, 145.01744091039095"
46296,3126,"-37.82623384556432, 145.09993491202408"
46324,4318,"-37.7271738308048, 144.89050695859066"
46356,2146,"-37.706579835427526, 144.96102994863315"
46360,2776,"-37.66120484019539, 145.03436194060927"
46364,2780,"-37.80215983093529, 144.88621495183406"
46367,2783,"-37.80011983142973, 144.8929489506175"
46383,866,"-37.81230585433476, 145.2273528904883"
46447,3663,"-37.8088528409446, 145.02876892631312"
46449,4879,"-37.82319883664063, 144.9608369365251"
46469,3127,"-37.8237888443431, 145.0792569155923"
46471,4292,"-37.734449841655014, 145.04913793026077"
46474,4295,"-37.74162884153004, 145.04283793122596"
46480,3195,"-37.845824848159296, 145.13348890371773"
46489,3071,"-37.75632484329322, 145.0671409250108"
46494,3101,"-37.94638984166492, 145.0221919124325"
46517,751,"-38.14413385067914, 145.1368198698574"
46532,2613,"-37.77704582671541, 144.82872596419574"
46537,2415,"-37.86689284105556, 145.02931191967647"
46546,1002,"-37.77937683300682, 144.9135919484921"
46550,1012,"-37.74131583276752, 144.9083299538839"
46578,579,"-37.851732849144774, 145.13758890245572"
46586,587,"-37.80666084966607, 145.15857290339935"
46629,463,"-37.86791584664244, 145.11170890442577"
46638,472,"-37.93722285260398, 145.18953688342523"
46695,2901,"-37.80939083729332, 144.97214593610462"
46699,6201,"-36.75847878435762, 144.28008216368264"
46711,2516,"-37.794733831767864, 144.8954729500664"
46806,2740,"-37.87910784255793, 145.04436591552948"
46812,2622,"-37.79001782612604, 144.8159579651474"
46836,283,"-38.01072984999951, 145.1408318839472"
46863,433,"-37.88341585066084, 145.16512789339018"
46889,3869,"-37.81651283829237, 144.99225393081093"
46892,3872,"-37.75049983815074, 144.98808893926835"
46910,3480,"-37.84723082603737, 144.80942095950022"
46917,4919,"-37.63245084431614, 145.09621093337384"
46962,2052,"-37.71609682630902, 144.82838997021233"
46986,2774,"-37.66505783855644, 145.01214694478503"
47002,850,"-37.83361585302289, 145.2074588919722"
47005,853,"-37.832370854794114, 145.2273578890858"
47011,860,"-37.83225385750444, 145.26931588175503"
47027,6084,"-36.376721859098474, 145.41558601533322"
47069,3739,"-37.72434984060681, 145.0275389347915"
47127,3927,"-37.8136668479925, 145.1247799088153"
47134,536,"-37.904149850344645, 145.15370389341658"
47138,4365,"-37.862360841725305, 145.02834692055504"
47200,3309,"-37.78054184141923, 145.0322749285223"
47211,211,"-38.01211284658632, 145.09014589230426"
